DAILY TSI, PX and PS from extend_tsi_day_mon_ann.pro  px is Viereck et al 2003 Mg index plus SORCE
Wed Feb 13 13:02:52 2013
 szero and model2 coefs are: 
      1365.50      1335.42      114.825     -1.10903
    YEAR      MONTH    DAY        TSI            PX            PS
    2001       7      30      1366.6383         0.2729        78.0100
    2001       7      31      1366.6060         0.2733       129.0000
    2001       8       1      1366.6572         0.2739       141.4000
    2001       8       2      1366.5547         0.2735       176.4500
    2001       8       3      1366.6479         0.2743       171.7000
    2001       8       4      1366.3662         0.2747       395.6700
    2001       8       5      1366.0496         0.2750       623.7700
    2001       8       6      1366.1747         0.2754       567.6000
    2001       8       7      1366.0745         0.2753       630.8100
    2001       8       8      1366.3390         0.2762       526.6400
    2001       8       9      1366.3909         0.2768       537.1100
    2001       8      10      1366.6079         0.2762       349.0000
    2001       8      11      1366.3879         0.2765       510.2300
    2001       8      12      1366.2863         0.2764       573.6200
    2001       8      13      1366.4469         0.2764       465.9600
    2001       8      14      1366.6084         0.2764       357.8400
    2001       8      15      1366.7467         0.2763       258.1600
    2001       8      16      1366.8160         0.2765       234.4000
    2001       8      17      1366.9059         0.2764       162.8800
    2001       8      18      1366.7035         0.2762       282.9600
    2001       8      19      1366.5627         0.2756       328.9000
    2001       8      20      1366.4086         0.2747       363.1200
    2001       8      21      1366.3070         0.2742       393.0400
    2001       8      22      1366.2471         0.2745       452.3800
    2001       8      23      1366.4061         0.2762       480.0000
    2001       8      24      1366.5638         0.2772       451.7000
    2001       8      25      1366.5385         0.2773       473.8500
    2001       8      26      1366.4274         0.2775       566.0700
    2001       8      27      1366.3077         0.2772       617.0400
    2001       8      28      1366.4520         0.2778       567.2200
    2001       8      29      1366.4089         0.2786       657.9200
    2001       8      30      1366.2869         0.2786       743.0200
    2001       8      31      1366.1903         0.2785       795.4400
    2001       9       1      1366.1674         0.2784       804.5600
    2001       9       2      1366.3313         0.2790       742.4400
    2001       9       3      1366.3566         0.2787       701.5600
    2001       9       4      1366.2123         0.2777       721.0300
    2001       9       5      1366.2759         0.2783       726.7400
    2001       9       6      1366.2479         0.2790       797.5200
    2001       9       7      1366.3192         0.2799       814.2400
    2001       9       8      1366.2620         0.2806       910.4000
    2001       9       9      1366.2841         0.2828      1061.0200
    2001       9      10      1365.7898         0.2807      1230.4600
    2001       9      11      1365.9165         0.2807      1140.7200
    2001       9      12      1366.0045         0.2809      1100.8300
    2001       9      13      1366.1963         0.2810       978.0300
    2001       9      14      1366.4492         0.2808       802.6100
    2001       9      15      1366.7029         0.2801       582.8100
    2001       9      16      1366.7775         0.2789       435.7300
    2001       9      17      1366.8052         0.2782       364.3800
    2001       9      18      1366.7789         0.2780       367.3500
    2001       9      19      1366.6141         0.2781       482.8800
    2001       9      20      1366.4218         0.2788       666.9000
    2001       9      21      1366.2919         0.2807       897.4300
    2001       9      22      1366.2241         0.2823      1061.2000
    2001       9      23      1365.9136         0.2830      1322.3800
    2001       9      24      1365.7480         0.2835      1468.1100
